INVERTED INDEX FOR 500 DOCUMENTS
====================================================================================================
Format: word	document_count	document_hashes
12	53	016b8f1d2207c9bfa405d305cadd3ae9,03a973e1801d86168cea38b382c80bb2,0574c6441a54955bd9347ee8d08b1c4d,1239465045653f5958cf73b77f74f8ef,13aa6a118c466ac62169aacc3f3ec219,171a8a3a7ddbb1032911e125b925f6de,1c2500dc5aef9cc75844ec6b62b3a97b,2dd0644f7d960c1130a2f842a3ddf1d5,339b663c1c7f56a85cc92a40a227cf0f,3473d3e8aacec289efa0e8d2732fc1e4,3b724e6d9bdb4158c4d6c003b7ea9718,4188f2130be998c0b93317959d45e87a,47d4cf38c5d82ed8750c6122648419be,49997d547e4ebe5079296dbe9f5aded1,4be79d8f210eefd73707f8c8cb9ce132,512a9d8ae499874a9637b36f930bcfdd,69318110e2ae6793ccbaa86578c9d61a,6b70306e81d5718e5742a584ddab6862,712097dc3eb1c8c55094f5258d84fd98,72d8ceaac7f7d0300e0af0561e0762c6,7cdbe28bd7fd9e8622a9995715114db9,7d9ef8f866b1ea5adddf0852b041de6e,7e37078417f6f6d88774ccdbd74f7a73,7ec366e5020adce458a4b28100e1f36c,84255c85b8698a373f281ac9393d28ab,89eb4e58981b4a458992d63631d71a69,95697c74f3429c56bfea26d4f3cdbc2f,963d2d3f2962142d3e1a4fddc6f5680e,9a07574941ac6d8fbda44ec7ea52b0b9,9cd1565c6dcbc563d0316e671c71f96d,a269f02efd4cac9dbbc0c250d5b7b95b,a5b3adc6acb894c87b22e1f87dcd3277,abcbf44be98a0c301592490c58805586,ac24f669de9b77887d9fe85415fb85c3,aead3cbf119419e2afec94bb957b46d3,af888c7fcafacf20341e8b65b67d354c,b047c03cb5117fe6d41edab9046bc2dc,b369b8dca8be11ea1103201057c41fd0,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5,cca25aece2c08945274919fa6c14b941,d0a9b29396a52afb864ba2e120f665dc,d8eaeaa4000edfff8c0c923dcd0302ab,dede88447d661f9afb46cc0742ae7501,e695dacd3d44a8b8e2436580e758b919,e964b7c64b22a1f993dae357d17d00aa,eec2a1783980371f8e97071d82d429d4,ef0be29f98f0c3c29a567f8d1525b002,f13a68d2667f6b2b164405e2a23dc10d,f2a7dbd010947f1c8d0f3cd91047db05,f8d5b9d5f1efef4cadd56f1bcd132b75,f94683b8bcb3e7a8e04c90b7b0275fc2,fd7aa833b546a64fe6e18f77a3ba4cd1
12-16	1	512a9d8ae499874a9637b36f930bcfdd
12-week	1	cca25aece2c08945274919fa6c14b941
120	28	13aa6a118c466ac62169aacc3f3ec219,171a8a3a7ddbb1032911e125b925f6de,235cff66c1d0ea85a2a1a79bec9f83e0,339b663c1c7f56a85cc92a40a227cf0f,3473d3e8aacec289efa0e8d2732fc1e4,363f8db0dd4c8a83218aa5c8ba3027e2,3b724e6d9bdb4158c4d6c003b7ea9718,4188f2130be998c0b93317959d45e87a,4be79d8f210eefd73707f8c8cb9ce132,5b3d191f47621ff82a870019886bcaea,5b3dc312b94c488a56040309e01c96b3,69318110e2ae6793ccbaa86578c9d61a,712097dc3eb1c8c55094f5258d84fd98,7cdbe28bd7fd9e8622a9995715114db9,7ec366e5020adce458a4b28100e1f36c,84255c85b8698a373f281ac9393d28ab,86452d51615b9d3972031cdc35edd640,9a07574941ac6d8fbda44ec7ea52b0b9,af888c7fcafacf20341e8b65b67d354c,b723c0a6b322478652e00a3adc536572,be5e55fcc42fe63cdaa55921eeeb812e,c0b2f61e9bcd9d4fc97655220ba65af5,cca25aece2c08945274919fa6c14b941,d03fedd811983808ab9cbe760082668b,dede88447d661f9afb46cc0742ae7501,eec2a1783980371f8e97071d82d429d4,ef0be29f98f0c3c29a567f8d1525b002,f8d5b9d5f1efef4cadd56f1bcd132b75
120-hour	1	5b3d191f47621ff82a870019886bcaea
1200	1	f8d5b9d5f1efef4cadd56f1bcd132b75
1204	1	f8d5b9d5f1efef4cadd56f1bcd132b75
1207	1	b84d2669e809b68f531ea69aa14473dd
120g	1	edf936c8d947edce4fa14c3e599082f6
120l	1	712097dc3eb1c8c55094f5258d84fd98
120p	1	7cdbe28bd7fd9e8622a9995715114db9
121	3	339b663c1c7f56a85cc92a40a227cf0f,4188f2130be998c0b93317959d45e87a,512a9d8ae499874a9637b36f930bcfdd
121a	3	13aa6a118c466ac62169aacc3f3ec219,65470e96c844070729e8250879d8dc35,c0b2f61e9bcd9d4fc97655220ba65af5
121f	2	712097dc3eb1c8c55094f5258d84fd98,a269f02efd4cac9dbbc0c250d5b7b95b
121g	1	edf936c8d947edce4fa14c3e599082f6
121n	2	65470e96c844070729e8250879d8dc35,ae24c6f3eebc37d83db3a4bf86338a67
122	3	4188f2130be998c0b93317959d45e87a,512a9d8ae499874a9637b36f930bcfdd,edf936c8d947edce4fa14c3e599082f6
1222	1	ae2703abbfb990fb34c5f1e3800a5ba5
122a	1	c0b2f61e9bcd9d4fc97655220ba65af5
122n	1	65470e96c844070729e8250879d8dc35
123	1	512a9d8ae499874a9637b36f930bcfdd
123-130	1	4188f2130be998c0b93317959d45e87a
1233	1	512a9d8ae499874a9637b36f930bcfdd
123n	2	65470e96c844070729e8250879d8dc35,ae24c6f3eebc37d83db3a4bf86338a67
1240	1	512a9d8ae499874a9637b36f930bcfdd
1242006	1	512a9d8ae499874a9637b36f930bcfdd
1248	1	5985334de3e0af8730ae8a140c7d2719
124n	1	65470e96c844070729e8250879d8dc35
125	5	03a973e1801d86168cea38b382c80bb2,5cc6d45bd3480012d65cfc5a298ff083,5f93ab0387b5d2bf7b7375788c8e2eae,a834f33a4574fab94f8d5a3f0dfb6e21,f8d5b9d5f1efef4cadd56f1bcd132b75
1251	1	5985334de3e0af8730ae8a140c7d2719
126	2	b723c0a6b322478652e00a3adc536572,cca25aece2c08945274919fa6c14b941
126a	2	339b663c1c7f56a85cc92a40a227cf0f,c0b2f61e9bcd9d4fc97655220ba65af5
126c	2	84255c85b8698a373f281ac9393d28ab,aaf92d0f177be659ccd6fff1f839146d
126g	1	edf936c8d947edce4fa14c3e599082f6
126h	2	13aa6a118c466ac62169aacc3f3ec219,b723c0a6b322478652e00a3adc536572
126p	1	7cdbe28bd7fd9e8622a9995715114db9
126r	1	3b724e6d9bdb4158c4d6c003b7ea9718
126s	1	af888c7fcafacf20341e8b65b67d354c
127	1	cca25aece2c08945274919fa6c14b941
127a	1	c0b2f61e9bcd9d4fc97655220ba65af5
127h	2	13aa6a118c466ac62169aacc3f3ec219,b723c0a6b322478652e00a3adc536572
127l	1	84255c85b8698a373f281ac9393d28ab
127p	1	7cdbe28bd7fd9e8622a9995715114db9
127s	1	af888c7fcafacf20341e8b65b67d354c
128	1	cca25aece2c08945274919fa6c14b941
128-132	1	0b547af2efad17b66221ccf0a9950110
1280	1	f8d5b9d5f1efef4cadd56f1bcd132b75
1281	1	4188f2130be998c0b93317959d45e87a
129-138	1	05c039dde5d4a96fc7716c8d8440d8c2
1291	1	4188f2130be998c0b93317959d45e87a
1297	1	c0b2f61e9bcd9d4fc97655220ba65af5
12pm	1	4b2d35927a209fc509fccef6891290f3
12pm-2pm	1	4b2d35927a209fc509fccef6891290f3
12th	5	4070701955f558e5fb4697ce39d44f65,4188f2130be998c0b93317959d45e87a,512a9d8ae499874a9637b36f930bcfdd,6668fcf920433c2ced752c0aafd95958,f2a7dbd010947f1c8d0f3cd91047db05
13	17	05c039dde5d4a96fc7716c8d8440d8c2,130406fdb7180205bacc893a14886a0e,2a4f4f765976d1c471189478318b2d0a,4188f2130be998c0b93317959d45e87a,47d4cf38c5d82ed8750c6122648419be,4d9ae6b6b963e83f0a05c20b21a0e8f1,512a9d8ae499874a9637b36f930bcfdd,8b04dc79b7b86fb40b4eabbee42efd62,97754dec525618d98df849069e88d8d5,9cd1565c6dcbc563d0316e671c71f96d,a03ec7966ef9771b99aa86f868755361,bda4a723ff7a1c7699d4ac652ac047b4,c995b088b53cb0a513230e26d40677cd,d1504625502337a304af3d5e3cdbbd46,e49ac7b0c07dfc662bdd7421a095227c,ecb48a4c7e91cb534fcce0355326043f,f2a7dbd010947f1c8d0f3cd91047db05
13-15	1	37f5016bab7a5e9951363d67201ca1c1
13-18	1	4188f2130be998c0b93317959d45e87a
13-element	2	153e7eebe45ef7eae023a5c53f0d5acc,d1bee9dee87fdc73055d081090286380
130	5	28f214a45422d5f358a47d19f7799de3,339b663c1c7f56a85cc92a40a227cf0f,363f8db0dd4c8a83218aa5c8ba3027e2,4188f2130be998c0b93317959d45e87a,f8d5b9d5f1efef4cadd56f1bcd132b75
1300	1	f8d5b9d5f1efef4cadd56f1bcd132b75
1301	2	4b2d35927a209fc509fccef6891290f3,d1bee9dee87fdc73055d081090286380
130m	5	3b724e6d9bdb4158c4d6c003b7ea9718,69318110e2ae6793ccbaa86578c9d61a,7ec366e5020adce458a4b28100e1f36c,af888c7fcafacf20341e8b65b67d354c,ef0be29f98f0c3c29a567f8d1525b002
131	2	339b663c1c7f56a85cc92a40a227cf0f,7cdbe28bd7fd9e8622a9995715114db9
1310-1311	1	e964b7c64b22a1f993dae357d17d00aa
131c	1	84255c85b8698a373f281ac9393d28ab
132	2	4188f2130be998c0b93317959d45e87a,7cdbe28bd7fd9e8622a9995715114db9
1321	1	4188f2130be998c0b93317959d45e87a
1325	1	4188f2130be998c0b93317959d45e87a
133	1	47d4cf38c5d82ed8750c6122648419be
1331-1340	1	05c039dde5d4a96fc7716c8d8440d8c2
1339-1359	1	f2a7dbd010947f1c8d0f3cd91047db05
134	1	4188f2130be998c0b93317959d45e87a
134-147	1	4188f2130be998c0b93317959d45e87a
1340	1	512a9d8ae499874a9637b36f930bcfdd
135	1	512a9d8ae499874a9637b36f930bcfdd
1350-1715	1	b723c0a6b322478652e00a3adc536572
1355	1	512a9d8ae499874a9637b36f930bcfdd
136	1	47d4cf38c5d82ed8750c6122648419be
137	1	512a9d8ae499874a9637b36f930bcfdd
137px	3	310d73b8d1b4933a55c825448c14b74c,8bd283c5ac392610d3bf811617be53b2,dd43b1d7e17786f64c83c681616738d3
139	2	339b663c1c7f56a85cc92a40a227cf0f,4188f2130be998c0b93317959d45e87a
139-157	1	47d4cf38c5d82ed8750c6122648419be
1394-1423	1	975d068141281f97c439c4e736825e81
13th	2	4188f2130be998c0b93317959d45e87a,512a9d8ae499874a9637b36f930bcfdd
14	18	03f6f222d58c550dc3cedc1172aa5a82,05c039dde5d4a96fc7716c8d8440d8c2,407dad60c2b2c48f1148061097785662,4188f2130be998c0b93317959d45e87a,47d4cf38c5d82ed8750c6122648419be,512a9d8ae499874a9637b36f930bcfdd,5b3d191f47621ff82a870019886bcaea,69318110e2ae6793ccbaa86578c9d61a,729e7fe6a4397c6568288eddebc36603,7b673c073c5cf39d0c898ac286ffdbdf,89eb4e58981b4a458992d63631d71a69,8d1ed3855185e7e0f42d7b61134efc70,9dbe16684982fa1e2575333bda9e4da7,a51e6a97cd474c064846d7c297f4db93,ac24f669de9b77887d9fe85415fb85c3,e20ea41bf5f22957cdde4236172b8554,f1982c9ea16ce1942178fc31e306e022,f8d5b9d5f1efef4cadd56f1bcd132b75
140	4	03a973e1801d86168cea38b382c80bb2,339b663c1c7f56a85cc92a40a227cf0f,f66b3b60225f209090b6bbc6570929f9,f8d5b9d5f1efef4cadd56f1bcd132b75
1400	2	b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5
1402	2	6b24dbf822b58ae9664869aac8161312,9ebf27b6e5995049b542fe4a5c3e8a31
1403	1	ecb48a4c7e91cb534fcce0355326043f
141	1	339b663c1c7f56a85cc92a40a227cf0f
142	1	339b663c1c7f56a85cc92a40a227cf0f
143	1	f2a7dbd010947f1c8d0f3cd91047db05
144	2	512a9d8ae499874a9637b36f930bcfdd,f66b3b60225f209090b6bbc6570929f9
145	1	6b70306e81d5718e5742a584ddab6862
146	1	47d4cf38c5d82ed8750c6122648419be
147	1	4188f2130be998c0b93317959d45e87a
1473	1	c0b2f61e9bcd9d4fc97655220ba65af5
1477	1	4188f2130be998c0b93317959d45e87a
147g	1	7cdbe28bd7fd9e8622a9995715114db9
1484	1	4188f2130be998c0b93317959d45e87a
149	1	25df369ee0b8c502cbc8df9bea888cd0
1492	1	b723c0a6b322478652e00a3adc536572
14a	1	512a9d8ae499874a9637b36f930bcfdd
14px	3	310d73b8d1b4933a55c825448c14b74c,8bd283c5ac392610d3bf811617be53b2,dd43b1d7e17786f64c83c681616738d3
14th	3	b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5,f2a7dbd010947f1c8d0f3cd91047db05
15	41	148b7f254ff6d3916dea133230431320,203732ce3777ebad30ce2b7848e6e6f0,235cff66c1d0ea85a2a1a79bec9f83e0,2b5f9d234790d3ee36d95ee0b96f2c99,2e34664843decfdd46b4b32c98c874ca,38f67749ff2cf8f8b80473731513ffa1,3b724e6d9bdb4158c4d6c003b7ea9718,4188f2130be998c0b93317959d45e87a,47d4cf38c5d82ed8750c6122648419be,512a9d8ae499874a9637b36f930bcfdd,5f93ab0387b5d2bf7b7375788c8e2eae,649ac01335e2bb1cb8ebedaf855eef03,660252a2218fd72a701b7f797e974758,6668fcf920433c2ced752c0aafd95958,6d85a4788185f24554bfb9c27710ce0e,79dbd0919f541be416d61bbdbf943bac,7cdbe28bd7fd9e8622a9995715114db9,807fa32684bd174e40cb3322817e7c46,84255c85b8698a373f281ac9393d28ab,855b45bf6e84858fbdf54c063ac9e475,86452d51615b9d3972031cdc35edd640,89eb4e58981b4a458992d63631d71a69,8eb92e47c09a49200a9f0fdfe59bed94,95697c74f3429c56bfea26d4f3cdbc2f,9dbe16684982fa1e2575333bda9e4da7,a04e372241d3f1f54a49c513b5709747,ac24f669de9b77887d9fe85415fb85c3,b047c03cb5117fe6d41edab9046bc2dc,b78ef5e2a6548a4696429e11c2b2e07e,c91a2068f30d150677210d2924499be6,c93cd03860f645ff09a5d64b746a1a5c,c96db28a77cd7351db4ac46b7be33a15,cba3fee7775785371ee0fdbfab2dfb14,cca25aece2c08945274919fa6c14b941,e94e61aa85e94dedaa327cde9e08d978,f13a68d2667f6b2b164405e2a23dc10d,f2a7dbd010947f1c8d0f3cd91047db05,f4597580756684633c38c838e6b30a67,f8d5b9d5f1efef4cadd56f1bcd132b75,fa53107082927b1a7dd6173d2976aa13,fd7aa833b546a64fe6e18f77a3ba4cd1
15-20	4	0b547af2efad17b66221ccf0a9950110,49997d547e4ebe5079296dbe9f5aded1,b047c03cb5117fe6d41edab9046bc2dc,e695dacd3d44a8b8e2436580e758b919
15-may	1	95697c74f3429c56bfea26d4f3cdbc2f
150	29	13aa6a118c466ac62169aacc3f3ec219,171a8a3a7ddbb1032911e125b925f6de,339b663c1c7f56a85cc92a40a227cf0f,3473d3e8aacec289efa0e8d2732fc1e4,3b724e6d9bdb4158c4d6c003b7ea9718,414cd626bb41ac13e414dba2ea9eb86e,42c37ee0548a21f274f46802aa302c77,49997d547e4ebe5079296dbe9f5aded1,4be79d8f210eefd73707f8c8cb9ce132,69318110e2ae6793ccbaa86578c9d61a,6d11d9cb251024ade228502c7c52af10,712097dc3eb1c8c55094f5258d84fd98,7cdbe28bd7fd9e8622a9995715114db9,7ec366e5020adce458a4b28100e1f36c,84255c85b8698a373f281ac9393d28ab,9122a1647296fe948c9f106143309588,9a07574941ac6d8fbda44ec7ea52b0b9,af888c7fcafacf20341e8b65b67d354c,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5,cca25aece2c08945274919fa6c14b941,db4a98f28ddb72fdb035a739d534afc4,dede88447d661f9afb46cc0742ae7501,edf936c8d947edce4fa14c3e599082f6,eec2a1783980371f8e97071d82d429d4,ef0be29f98f0c3c29a567f8d1525b002,f3f0318612c9f63af07d12936e9bd0bf,f66b3b60225f209090b6bbc6570929f9,f8d5b9d5f1efef4cadd56f1bcd132b75
1500	2	712097dc3eb1c8c55094f5258d84fd98,b723c0a6b322478652e00a3adc536572
1502	1	ecb48a4c7e91cb534fcce0355326043f
150g	1	f3f0318612c9f63af07d12936e9bd0bf
150p	1	7cdbe28bd7fd9e8622a9995715114db9
151	3	339b663c1c7f56a85cc92a40a227cf0f,47d4cf38c5d82ed8750c6122648419be,edf936c8d947edce4fa14c3e599082f6
152	3	339b663c1c7f56a85cc92a40a227cf0f,5cc6d45bd3480012d65cfc5a298ff083,edf936c8d947edce4fa14c3e599082f6
1520	1	c0b2f61e9bcd9d4fc97655220ba65af5
152r	1	3b724e6d9bdb4158c4d6c003b7ea9718
153	4	512a9d8ae499874a9637b36f930bcfdd,c0617c260022183eb1cb3be16fd4a533,edf936c8d947edce4fa14c3e599082f6,f66b3b60225f209090b6bbc6570929f9
154	1	4188f2130be998c0b93317959d45e87a
155e	1	7cdbe28bd7fd9e8622a9995715114db9
156th	1	f66b3b60225f209090b6bbc6570929f9
157	2	512a9d8ae499874a9637b36f930bcfdd,c0617c260022183eb1cb3be16fd4a533
1576	1	84255c85b8698a373f281ac9393d28ab
159	1	4188f2130be998c0b93317959d45e87a
15th	6	05c039dde5d4a96fc7716c8d8440d8c2,6668fcf920433c2ced752c0aafd95958,86452d51615b9d3972031cdc35edd640,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5,f2a7dbd010947f1c8d0f3cd91047db05
15th-century	1	c0b2f61e9bcd9d4fc97655220ba65af5
16	24	03f6f222d58c550dc3cedc1172aa5a82,171f343ca16cbca4372e73d0d745210f,2e34664843decfdd46b4b32c98c874ca,38f67749ff2cf8f8b80473731513ffa1,4070701955f558e5fb4697ce39d44f65,407dad60c2b2c48f1148061097785662,4188f2130be998c0b93317959d45e87a,41ad3e0f99b157092624e7c5eab0a68a,42c121c96428b31e1cb4b12490931209,47d4cf38c5d82ed8750c6122648419be,4d9ae6b6b963e83f0a05c20b21a0e8f1,512a9d8ae499874a9637b36f930bcfdd,598492e39831f2ce8ed0b069d8aaf0e0,729e7fe6a4397c6568288eddebc36603,873827c0f74319fd039767cab268b8b6,c57789a04f6ebf6fe8660746dc666f58,cca25aece2c08945274919fa6c14b941,e94e61aa85e94dedaa327cde9e08d978,ecb48a4c7e91cb534fcce0355326043f,f13a68d2667f6b2b164405e2a23dc10d,f66b3b60225f209090b6bbc6570929f9,f8d5b9d5f1efef4cadd56f1bcd132b75,f8d5fc0b0423086b3dad5101d9ebf10b,fd7aa833b546a64fe6e18f77a3ba4cd1
160	2	339b663c1c7f56a85cc92a40a227cf0f,512a9d8ae499874a9637b36f930bcfdd
1600	1	c0b2f61e9bcd9d4fc97655220ba65af5
1604	1	339b663c1c7f56a85cc92a40a227cf0f
1607	1	b723c0a6b322478652e00a3adc536572
160r	1	7cdbe28bd7fd9e8622a9995715114db9
161	1	339b663c1c7f56a85cc92a40a227cf0f
161-167	2	0b547af2efad17b66221ccf0a9950110,4188f2130be998c0b93317959d45e87a
162	1	339b663c1c7f56a85cc92a40a227cf0f
162m	8	095c8dc813f0718e49118b6871f23980,69318110e2ae6793ccbaa86578c9d61a,963d2d3f2962142d3e1a4fddc6f5680e,a121319582f50d66d4048868a97c202a,e6a8c147d73480c07ece3498d9401978,edf936c8d947edce4fa14c3e599082f6,ef0be29f98f0c3c29a567f8d1525b002,f3f0318612c9f63af07d12936e9bd0bf
163	2	512a9d8ae499874a9637b36f930bcfdd,edf936c8d947edce4fa14c3e599082f6
164	1	4188f2130be998c0b93317959d45e87a
1642	1	84255c85b8698a373f281ac9393d28ab
1648-1815	1	b723c0a6b322478652e00a3adc536572
165	1	4188f2130be998c0b93317959d45e87a
166	1	f66b3b60225f209090b6bbc6570929f9
1660-1800	1	84255c85b8698a373f281ac9393d28ab
167	1	4188f2130be998c0b93317959d45e87a
167-170	1	0b547af2efad17b66221ccf0a9950110
168	1	512a9d8ae499874a9637b36f930bcfdd
169	1	512a9d8ae499874a9637b36f930bcfdd
16th	3	712097dc3eb1c8c55094f5258d84fd98,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5
17	14	05c039dde5d4a96fc7716c8d8440d8c2,06b01e56a9d05d52ad53c3edce680162,182e0e8b99ed00d208494749b58fae27,28f214a45422d5f358a47d19f7799de3,4188f2130be998c0b93317959d45e87a,47d4cf38c5d82ed8750c6122648419be,512a9d8ae499874a9637b36f930bcfdd,5cc6d45bd3480012d65cfc5a298ff083,788d64fc0364f4a8dfa407299b3f2c83,79dbd0919f541be416d61bbdbf943bac,9dbe16684982fa1e2575333bda9e4da7,ed45eed89251d567fd51e51a9504a089,f8d5b9d5f1efef4cadd56f1bcd132b75,f8d5fc0b0423086b3dad5101d9ebf10b
17-82	1	4188f2130be998c0b93317959d45e87a
170	1	edf936c8d947edce4fa14c3e599082f6
1700	1	b723c0a6b322478652e00a3adc536572
1714	1	512a9d8ae499874a9637b36f930bcfdd
1719	1	512a9d8ae499874a9637b36f930bcfdd
172	2	512a9d8ae499874a9637b36f930bcfdd,f66b3b60225f209090b6bbc6570929f9
172-180	1	0b547af2efad17b66221ccf0a9950110
173	1	3b724e6d9bdb4158c4d6c003b7ea9718
173-182	1	512a9d8ae499874a9637b36f930bcfdd
173px	3	310d73b8d1b4933a55c825448c14b74c,8bd283c5ac392610d3bf811617be53b2,dd43b1d7e17786f64c83c681616738d3
174	1	3b724e6d9bdb4158c4d6c003b7ea9718
1745	1	512a9d8ae499874a9637b36f930bcfdd
175	3	4188f2130be998c0b93317959d45e87a,512a9d8ae499874a9637b36f930bcfdd,9139debb1c031b2eff680f5312990ad6
1763	1	b723c0a6b322478652e00a3adc536572
1770-1830	1	84255c85b8698a373f281ac9393d28ab
178	1	4188f2130be998c0b93317959d45e87a
1780	1	84255c85b8698a373f281ac9393d28ab
1787	1	b723c0a6b322478652e00a3adc536572
1787-1850	1	b723c0a6b322478652e00a3adc536572
1789	1	712097dc3eb1c8c55094f5258d84fd98
17m1141977	1	f2a7dbd010947f1c8d0f3cd91047db05
17th	6	0b547af2efad17b66221ccf0a9950110,4188f2130be998c0b93317959d45e87a,512a9d8ae499874a9637b36f930bcfdd,7cdbe28bd7fd9e8622a9995715114db9,c0b2f61e9bcd9d4fc97655220ba65af5,f2a7dbd010947f1c8d0f3cd91047db05
18	19	03a973e1801d86168cea38b382c80bb2,05c039dde5d4a96fc7716c8d8440d8c2,310d73b8d1b4933a55c825448c14b74c,47d4cf38c5d82ed8750c6122648419be,512a9d8ae499874a9637b36f930bcfdd,537ab5a4d8d7e424b5fe3a581a678251,614fc98344578dd1cf2ea3c7e49b419f,6719f77e452fc33c9b988df95eb37aa9,6f08d5ebbbd4b0bad7ab1cb1443a6e6e,7b673c073c5cf39d0c898ac286ffdbdf,807fa32684bd174e40cb3322817e7c46,a51e6a97cd474c064846d7c297f4db93,cca25aece2c08945274919fa6c14b941,d18146341ed7a99e6b81ee36969d38e4,dede88447d661f9afb46cc0742ae7501,e20ea41bf5f22957cdde4236172b8554,f2a7dbd010947f1c8d0f3cd91047db05,f8d5b9d5f1efef4cadd56f1bcd132b75,fd7aa833b546a64fe6e18f77a3ba4cd1
18-august	1	b3fbd0f4c9dfea7447801807ee817223
18-credit	1	2a4f4f765976d1c471189478318b2d0a
18-july	1	b3fbd0f4c9dfea7447801807ee817223
18-june	1	95697c74f3429c56bfea26d4f3cdbc2f
180	4	07c514e72fc24e6365173efb3900bf98,4070701955f558e5fb4697ce39d44f65,512a9d8ae499874a9637b36f930bcfdd,f8d5b9d5f1efef4cadd56f1bcd132b75
1800	5	13aa6a118c466ac62169aacc3f3ec219,84255c85b8698a373f281ac9393d28ab,86452d51615b9d3972031cdc35edd640,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5
181	1	512a9d8ae499874a9637b36f930bcfdd
1815	1	b723c0a6b322478652e00a3adc536572
1815-1914	1	b723c0a6b322478652e00a3adc536572
182	1	4188f2130be998c0b93317959d45e87a
183	2	4188f2130be998c0b93317959d45e87a,f66b3b60225f209090b6bbc6570929f9
1848	1	712097dc3eb1c8c55094f5258d84fd98
185	1	512a9d8ae499874a9637b36f930bcfdd
1859-1869	1	f2a7dbd010947f1c8d0f3cd91047db05
185a	1	3b724e6d9bdb4158c4d6c003b7ea9718
186	2	4188f2130be998c0b93317959d45e87a,512a9d8ae499874a9637b36f930bcfdd
1860	1	84255c85b8698a373f281ac9393d28ab
1865	2	4be79d8f210eefd73707f8c8cb9ce132,b723c0a6b322478652e00a3adc536572
1866	1	9dbe16684982fa1e2575333bda9e4da7
187	1	4188f2130be998c0b93317959d45e87a
187-203	1	0b547af2efad17b66221ccf0a9950110
1870s-1920s	1	b723c0a6b322478652e00a3adc536572
1875-1891	1	975d068141281f97c439c4e736825e81
188	2	4188f2130be998c0b93317959d45e87a,f8d5b9d5f1efef4cadd56f1bcd132b75
1880	1	b723c0a6b322478652e00a3adc536572
189	3	4188f2130be998c0b93317959d45e87a,512a9d8ae499874a9637b36f930bcfdd,ae2703abbfb990fb34c5f1e3800a5ba5
1890s	1	b723c0a6b322478652e00a3adc536572
1898	1	b723c0a6b322478652e00a3adc536572
18th	4	712097dc3eb1c8c55094f5258d84fd98,7cdbe28bd7fd9e8622a9995715114db9,b723c0a6b322478652e00a3adc536572,c0b2f61e9bcd9d4fc97655220ba65af5
19	12	153e7eebe45ef7eae023a5c53f0d5acc,1cb2fd3c3c5f25ebd08d1293958260aa,37f5016bab7a5e9951363d67201ca1c1,4070701955f558e5fb4697ce39d44f65,47d4cf38c5d82ed8750c6122648419be,49997d547e4ebe5079296dbe9f5aded1,512a9d8ae499874a9637b36f930bcfdd,614fc98344578dd1cf2ea3c7e49b419f,6f08d5ebbbd4b0bad7ab1cb1443a6e6e,975d068141281f97c439c4e736825e81,f2a7dbd010947f1c8d0f3cd91047db05,f8d5b9d5f1efef4cadd56f1bcd132b75
190	2	03a973e1801d86168cea38b382c80bb2,4188f2130be998c0b93317959d45e87a
1900	1	b723c0a6b322478652e00a3adc536572
1900-1945	2	712097dc3eb1c8c55094f5258d84fd98,84255c85b8698a373f281ac9393d28ab
1900-present	1	84255c85b8698a373f281ac9393d28ab
1900s	1	712097dc3eb1c8c55094f5258d84fd98
1907-1926	1	975d068141281f97c439c4e736825e81
191	1	f66b3b60225f209090b6bbc6570929f9
1910	1	b723c0a6b322478652e00a3adc536572
1914	1	b723c0a6b322478652e00a3adc536572
1917	1	b723c0a6b322478652e00a3adc536572
1920	1	84255c85b8698a373f281ac9393d28ab
1920-1945	1	b723c0a6b322478652e00a3adc536572
1930	1	95edd602f1c5a10ffa16ced364723959
1937-1941	1	47d4cf38c5d82ed8750c6122648419be
1941	1	b723c0a6b322478652e00a3adc536572
1945	4	339b663c1c7f56a85cc92a40a227cf0f,84255c85b8698a373f281ac9393d28ab,af888c7fcafacf20341e8b65b67d354c,b723c0a6b322478652e00a3adc536572
1945-1991	1	b723c0a6b322478652e00a3adc536572
1945-present	1	84255c85b8698a373f281ac9393d28ab
195	8	172480efeaa0d98a7987f2d13ec04dba,3b724e6d9bdb4158c4d6c003b7ea9718,4188f2130be998c0b93317959d45e87a,41ad3e0f99b157092624e7c5eab0a68a,712097dc3eb1c8c55094f5258d84fd98,7cdbe28bd7fd9e8622a9995715114db9,cca25aece2c08945274919fa6c14b941,edf936c8d947edce4fa14c3e599082f6
1950s	1	9e5a32e0e2772d32dbdea42c5b2620c1
196	5	3b724e6d9bdb4158c4d6c003b7ea9718,4188f2130be998c0b93317959d45e87a,41ad3e0f99b157092624e7c5eab0a68a,712097dc3eb1c8c55094f5258d84fd98,cca25aece2c08945274919fa6c14b941
